    "rms[Rho]"    ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       
      -1.585123536,       3.801307604,     -0.2000161875,     -0.1208026168
      -1.588727978,       3.796072369,     -0.1965063156,     -0.1227169812
      -1.591684507,       3.791661046,     -0.1927379066,     -0.1244538481
      -1.595055116,       3.786811226,     -0.1887033192,     -0.1260966007
      -1.597637751,       3.783399599,     -0.1843932122,     -0.1276619228
      -1.599235979,       3.781155318,     -0.1798427488,     -0.1291311281
      -1.603796097,       3.774189981,     -0.1750303977,     -0.1304598351
       -1.60634967,       3.770662307,     -0.1699710042,     -0.1317556099
      -1.611027563,       3.763635367,     -0.1646731342,     -0.1331251203
      -1.613534462,       3.761349059,     -0.1591557658,     -0.1344561496
      -1.615048105,       3.760870919,     -0.1534234658,     -0.1356166245
      -1.614043757,       3.764519384,     -0.1474707821,     -0.1366218034
      -1.619920069,       3.755101082,     -0.1412867332,     -0.1376383948
      -1.627209468,       3.741920309,     -0.1348719761,     -0.1386904791
      -1.617438472,       3.764135761,     -0.1282422986,     -0.1395633168
      -1.627189526,       3.746925479,     -0.1213922421,     -0.1402324088
      -1.623732117,       3.755907928,      -0.114362841,     -0.1409063782
      -1.626591531,       3.752778726,     -0.1070955963,     -0.1413866843
      -1.625663435,       3.756098857,    -0.09964778173,     -0.1417999773
      -1.639992773,       3.729650807,    -0.09197606587,     -0.1419839935
      -1.647937156,       3.714189899,    -0.08411083128,     -0.1418146451
      -1.650771285,       3.709308373,    -0.07604599522,     -0.1413929415
      -1.652936638,       3.706763901,    -0.06785452436,     -0.1409517714
      -1.657860334,       3.699374641,    -0.05946605539,     -0.1402312522
      -1.661265645,       3.694669839,      -0.050907109,     -0.1393230821
      -1.664748414,       3.690012668,    -0.04221837563,     -0.1383505673
      -1.668493622,       3.682934245,    -0.03337476851,     -0.1371748428
      -1.671994468,       3.678069949,    -0.02439373095,     -0.1359897147
      -1.673660595,       3.676958718,    -0.01527653507,     -0.1345904232
      -1.675504933,        3.67530903,   -0.006030221231,     -0.1331478336
      -1.677307588,       3.671693097,    0.003334072911,     -0.1315488273
      -1.682804334,       3.662819495,      0.0127856684,     -0.1296641131
      -1.685815318,        3.65776192,     0.02231386222,     -0.1274522794
      -1.687834571,       3.655359994,     0.03188414233,      -0.124972385
