design_id,dc1,dc2,dc3,dc4,dc5,dt1,dt2,dt3,dt4,dt5,Cl,Cd,success,snapshot_error
283d566e,-0.0186190903186798,0.0058718132786452,0.0153597677126526,0.0014681401662528,0.0073177879676222,0.0174719747155904,0.0177450142800807,-0.0021910541690886,-0.0084677441045641,-0.0141950212419033,0.000421992092,0.06632611969,True,"len(points) = 19997, but len(point_data[""Mach""]) = 19855"
7081b560,0.0183541886508464,0.0029456575866788,0.0025374621618539,0.0038774081040173,0.018198687583208,0.0014759452315047,0.0153396865352988,-0.0032977438531816,0.0036218881141394,0.01876937225461,0.06759264581,0.04990761544,True,buffer size must be a multiple of element size
8832e945,-0.0078408177942037,-0.004094663541764,0.0095353163778781,0.0198669303208589,0.011033046990633,-0.0098042404279112,-0.0195511765778064,0.0103371497243642,-0.0168450083583593,0.0156134171411395,0.0884183122,0.05927756234,True,buffer size must be a multiple of element size
da6b3eb4,-0.0111843305028024,-0.0088242208860528,0.0068944775337672,0.0204376855899792,0.0105582303545766,-0.0098832233029507,-0.0182676476381746,0.0113483892288955,-0.020447080645437,0.0174870329833118,0.08613982563,0.06233916656,True,buffer size must be a multiple of element size
0994bd72,0.0190675459902933,0.0042474193522057,0.0078068419301497,0.0042585629678188,0.0178287386487296,0.0017212651947635,0.0125498700473823,0.0050331198715652,0.0022109266278594,0.0185730241902943,0.08612025088,0.06257687854,True,buffer size must be a multiple of element size
b09bb54a,-0.022544076248847068,-0.00034141824464243957,0.018038013758410673,-0.005003787996557754,0.002365751221069348,0.014447143687477496,0.018528364976954446,-0.002979774452004764,-0.010281105000202836,-0.010198979731525087,0.1595189676,0.05112919094,True,buffer size must be a multiple of element size
